boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-2785500010388.bu,o00407-2785500010388.bu,137,72,3,14,UE2020
o00407-2749900460041.bu,o00407-2749900460041.bu,53,191,0,17,UE2009
o00407-2773100440112.bu,o00407-2773100440112.bu,54,180,2,16,UE2009
o00407-2853300150150.bu,o00407-2853300150150.bu,160,150,6,13,UE2020
o00407-2861400210147.bu,o00407-2861400210147.bu,53,186,5,9,UE2010
o00407-2869000170051.bu,o00407-2869000170051.bu,110,121,3,15,UE2015
o00407-2841000400205.bu,o00407-2841000400205.bu,26,244,2,22,UE2015
o00407-2785500330302.bu,o00407-2785500330302.bu,132,129,6,11,UE2020
o00407-2703000480131.bu,o00407-2703000480131.bu,43,153,1,20,UE2010
o00407-2825800100277.bu,o00407-2825800100277.bu,87,143,2,13,UE2015
o00407-2785500030380.bu,o00407-2785500030380.bu,169,132,3,25,UE2020
o00407-2785500030070.bu,o00407-2785500030070.bu,116,88,2,11,UE2020
o00407-2785500010468.bu,o00407-2785500010468.bu,192,168,4,7,UE2020
o00407-2889400310107.bu,o00407-2889400310107.bu,66,227,7,19,UE2010
o00407-2717000290022.bu,o00407-2717000290022.bu,72,194,2,9,UE2009
o00407-2763400370166.bu,o00407-2763400370166.bu,94,138,4,9,UE2015
o00407-2785500030105.bu,o00407-2785500030105.bu,137,124,0,13,UE2020
o00407-2839800050098.bu,o00407-2839800050098.bu,71,128,0,11,UE2015
o00407-2859200190114.bu,o00407-2859200190114.bu,69,181,5,10,UE2010
o00407-2739100450142.bu,o00407-2739100450142.bu,61,202,3,15,UE2015
o00407-2705700220543.bu,o00407-2705700220543.bu,146,157,6,20,UE2015
o00407-2704900460090.bu,o00407-2704900460090.bu,46,188,5,19,UE2013
o00407-2761800450044.bu,o00407-2761800450044.bu,40,152,2,8,UE2009
o00407-2793600260040.bu,o00407-2793600260040.bu,137,116,3,10,UE2020
o00407-2795200480177.bu,o00407-2795200480177.bu,66,116,1,13,UE2010
o00407-2785500330094.bu,o00407-2785500330094.bu,195,128,9,28,UE2020
o00407-2811800530146.bu,o00407-2811800530146.bu,60,87,3,8,UE2010
o00407-2785500020214.bu,o00407-2785500020214.bu,142,104,5,14,UE2020
o00407-2835500130135.bu,o00407-2835500130135.bu,89,167,3,5,UE2009
o00407-2827400110078.bu,o00407-2827400110078.bu,23,193,3,10,UE2009
o00407-2785500540463.bu,o00407-2785500540463.bu,208,169,9,28,UE2020
o00407-2787100310050.bu,o00407-2787100310050.bu,53,142,2,18,UE2013
o00407-2785500330103.bu,o00407-2785500330103.bu,145,131,7,22,UE2020
o00407-2833900130051.bu,o00407-2833900130051.bu,65,115,6,6,UE2013
o00407-2887800050032.bu,o00407-2887800050032.bu,87,159,2,16,UE2009
o00407-2785500540138.bu,o00407-2785500540138.bu,220,159,4,23,UE2020
o00407-2837100080061.bu,o00407-2837100080061.bu,135,151,3,26,UE2020
o00407-2757000440004.bu,o00407-2757000440004.bu,50,233,4,13,UE2009
o00407-2855000180072.bu,o00407-2855000180072.bu,112,165,5,13,UE2020
o00407-2785500030087.bu,o00407-2785500030087.bu,163,123,5,20,UE2020
o00407-2833900130070.bu,o00407-2833900130070.bu,71,107,3,4,UE2009
o00407-2708100530147.bu,o00407-2708100530147.bu,68,180,4,16,UE2010
o00407-2879700480065.bu,o00407-2879700480065.bu,31,158,2,14,UE2009
o00407-2705700220548.bu,o00407-2705700220548.bu,159,136,3,24,UE2015
o00407-2708100530158.bu,o00407-2708100530158.bu,70,152,0,13,UE2010
o00407-2793600260095.bu,o00407-2793600260095.bu,125,104,3,34,UE2020
o00407-2783900470128.bu,o00407-2783900470128.bu,77,219,2,23,UE2013
o00407-2821500500060.bu,o00407-2821500500060.bu,55,213,4,13,UE2010
o00407-2741300160135.bu,o00407-2741300160135.bu,133,91,4,13,UE2010
o00407-2833900130106.bu,o00407-2833900130106.bu,61,110,0,9,UE2013
o00407-2825800100087.bu,o00407-2825800100087.bu,100,145,1,13,UE2013
o00407-2785500020400.bu,o00407-2785500020400.bu,214,136,6,5,UE2020
o00407-2767700290054.bu,o00407-2767700290054.bu,71,208,2,11,UE2009
o00407-2871100180092.bu,o00407-2871100180092.bu,96,74,1,7,UE2020
o00407-2813400110125.bu,o00407-2813400110125.bu,131,159,3,9,UE2010
o00407-2785500540408.bu,o00407-2785500540408.bu,188,175,6,25,UE2020
o00407-2785500020364.bu,o00407-2785500020364.bu,186,121,4,10,UE2020
o00407-2795200480151.bu,o00407-2795200480151.bu,89,165,2,19,UE2010
o00407-2785500010505.bu,o00407-2785500010505.bu,186,110,7,15,UE2020
o00407-2717000290026.bu,o00407-2717000290026.bu,51,175,3,19,UE2009
o00407-2747200400035.bu,o00407-2747200400035.bu,28,243,2,10,UE2009
o00407-2837100080149.bu,o00407-2837100080149.bu,155,168,11,18,UE2020
o00407-2865700160026.bu,o00407-2865700160026.bu,95,154,8,19,UE2009
o00407-2785500020222.bu,o00407-2785500020222.bu,234,148,5,22,UE2020
o00407-2785500030029.bu,o00407-2785500030029.bu,106,100,3,14,UE2020
o00407-2787100310041.bu,o00407-2787100310041.bu,96,187,3,15,UE2015
o00407-2705700550130.bu,o00407-2705700550130.bu,138,162,3,17,UE2009
o00407-2705700220504.bu,o00407-2705700220504.bu,135,170,5,14,UE2010
o00407-2785500030205.bu,o00407-2785500030205.bu,128,132,7,17,UE2020
o00407-2795200480186.bu,o00407-2795200480186.bu,48,93,4,21,UE2010
o00407-2745600070062.bu,o00407-2745600070062.bu,105,131,1,14,UE2010
o00407-2843600500023.bu,o00407-2843600500023.bu,34,198,3,17,UE2009
o00407-2785500020421.bu,o00407-2785500020421.bu,174,157,2,7,UE2020
o00407-2849500370042.bu,o00407-2849500370042.bu,68,196,2,7,UE2013
o00407-2831200280039.bu,o00407-2831200280039.bu,53,142,5,19,UE2010
o00407-2775800530098.bu,o00407-2775800530098.bu,62,159,4,9,UE2009
o00407-2825800100140.bu,o00407-2825800100140.bu,86,157,4,20,UE2013
o00407-2801000120202.bu,o00407-2801000120202.bu,110,101,1,17,UE2010
o00407-2825800100280.bu,o00407-2825800100280.bu,84,190,5,16,UE2015
o00407-2705700220488.bu,o00407-2705700220488.bu,151,150,4,14,UE2009
o00407-2705700220501.bu,o00407-2705700220501.bu,140,160,6,19,UE2009
o00407-2869000170111.bu,o00407-2869000170111.bu,98,97,4,11,UE2015
o00407-2833900130037.bu,o00407-2833900130037.bu,86,136,2,16,UE2013
o00407-2745600070146.bu,o00407-2745600070146.bu,179,126,9,14,UE2010
o00407-2845200140090.bu,o00407-2845200140090.bu,103,108,2,6,UE2010
o00407-2813400110107.bu,o00407-2813400110107.bu,88,161,1,17,UE2015
o00407-2721900090001.bu,o00407-2721900090001.bu,60,166,5,13,UE2009
o00407-2873800120170.bu,o00407-2873800120170.bu,107,154,6,18,UE2015
o00407-2835500130141.bu,o00407-2835500130141.bu,60,127,1,12,UE2009
o00407-2747200400074.bu,o00407-2747200400074.bu,51,212,3,8,UE2010
o00407-2785500030401.bu,o00407-2785500030401.bu,165,94,3,11,UE2020
o00407-2707300060108.bu,o00407-2707300060108.bu,68,172,2,16,UE2020
o00407-2775800530089.bu,o00407-2775800530089.bu,56,138,5,13,UE2010
o00407-2745600070114.bu,o00407-2745600070114.bu,87,150,5,13,UE2009
o00407-2783900470137.bu,o00407-2783900470137.bu,81,219,4,14,UE2015
o00407-2705700550124.bu,o00407-2705700550124.bu,146,141,6,9,UE2009
o00407-2885100210128.bu,o00407-2885100210128.bu,84,153,9,19,UE2009
o00407-2785500030332.bu,o00407-2785500030332.bu,132,117,5,17,UE2020
o00407-2835500130168.bu,o00407-2835500130168.bu,81,153,3,6,UE2015
o00407-2761800450070.bu,o00407-2761800450070.bu,38,152,0,10,UE2013
o00407-2785500020291.bu,o00407-2785500020291.bu,217,126,4,23,UE2020
o00407-2835500130162.bu,o00407-2835500130162.bu,72,136,4,17,UE2009
o00407-2785500020181.bu,o00407-2785500020181.bu,226,120,2,6,UE2020
o00407-2721900090163.bu,o00407-2721900090163.bu,41,165,2,11,UE2009
o00407-2849500370012.bu,o00407-2849500370012.bu,58,176,8,12,UE2009
o00407-2721900090190.bu,o00407-2721900090190.bu,55,132,4,18,UE2010
o00407-2837100080001.bu,o00407-2837100080001.bu,105,125,3,14,UE2020
o00407-2785500540513.bu,o00407-2785500540513.bu,189,170,12,18,UE2020
o00407-2883500200041.bu,o00407-2883500200041.bu,72,213,4,17,UE2010
o00407-2887800050038.bu,o00407-2887800050038.bu,77,186,6,13,UE2015
o00407-2785500030050.bu,o00407-2785500030050.bu,143,113,10,18,UE2020
o00407-2785500010018.bu,o00407-2785500010018.bu,128,87,4,13,UE2020
o00407-2837100080009.bu,o00407-2837100080009.bu,96,143,2,12,UE2020
o00407-2785500020239.bu,o00407-2785500020239.bu,217,141,5,37,UE2020
o00407-2709000170123.bu,o00407-2709000170123.bu,95,150,4,16,UE2015
o00407-2785500010172.bu,o00407-2785500010172.bu,140,131,5,11,UE2020
o00407-2793600260039.bu,o00407-2793600260039.bu,119,122,2,9,UE2020
o00407-2705700220364.bu,o00407-2705700220364.bu,170,150,8,11,UE2010
o00407-2707300060053.bu,o00407-2707300060053.bu,87,131,4,15,UE2020
o00407-2883500200067.bu,o00407-2883500200067.bu,27,132,1,14,UE2010
o00407-2845200140043.bu,o00407-2845200140043.bu,122,111,8,13,UE2010
o00407-2785500540287.bu,o00407-2785500540287.bu,216,159,7,21,UE2020
o00407-2871100180119.bu,o00407-2871100180119.bu,138,122,1,16,UE2020
o00407-2753700070141.bu,o00407-2753700070141.bu,55,138,2,17,UE2009
o00407-2785500010437.bu,o00407-2785500010437.bu,128,98,4,12,UE2020
o00407-2704900460080.bu,o00407-2704900460080.bu,24,133,1,15,UE2013
o00407-2707300060122.bu,o00407-2707300060122.bu,100,133,1,8,UE2020
o00407-2785500010325.bu,o00407-2785500010325.bu,200,146,5,6,UE2020
o00407-2785500020298.bu,o00407-2785500020298.bu,134,110,3,10,UE2020
o00407-2891600510072.bu,o00407-2891600510072.bu,35,170,2,19,UE2015
o00407-2841000400151.bu,o00407-2841000400151.bu,53,179,0,6,UE2009
o00407-2785500330188.bu,o00407-2785500330188.bu,188,115,5,22,UE2020
o00407-2775800530001.bu,o00407-2775800530001.bu,47,117,2,8,UE2010
o00407-2785500330079.bu,o00407-2785500330079.bu,193,127,4,35,UE2020
o00407-2785500030031.bu,o00407-2785500030031.bu,168,133,9,19,UE2020
o00407-2745600070106.bu,o00407-2745600070106.bu,154,100,3,15,UE2010
o00407-2865700160043.bu,o00407-2865700160043.bu,113,150,3,11,UE2009
o00407-2745600070129.bu,o00407-2745600070129.bu,132,98,2,16,UE2013
o00407-2833900130059.bu,o00407-2833900130059.bu,119,171,2,7,UE2015
o00407-2825800100235.bu,o00407-2825800100235.bu,32,174,4,28,UE2015
o00407-2833900130180.bu,o00407-2833900130180.bu,41,121,5,4,UE2013
o00407-2825800100095.bu,o00407-2825800100095.bu,94,99,0,10,UE2009
o00407-2731600270008.bu,o00407-2731600270008.bu,37,174,1,5,UE2015
o00407-2785500030361.bu,o00407-2785500030361.bu,171,118,1,21,UE2020
o00407-2837100080060.bu,o00407-2837100080060.bu,128,147,2,11,UE2020
o00407-2785500330128.bu,o00407-2785500330128.bu,174,130,6,20,UE2020
o00407-2785500030022.bu,o00407-2785500030022.bu,114,89,3,22,UE2020
o00407-2875400490018.bu,o00407-2875400490018.bu,69,195,5,12,UE2013
o00407-2803700090187.bu,o00407-2803700090187.bu,101,159,1,15,UE2010
o00407-2785500030099.bu,o00407-2785500030099.bu,156,104,2,15,UE2020
o00407-2709000170176.bu,o00407-2709000170176.bu,114,152,8,18,UE2015
o00407-2795200480155.bu,o00407-2795200480155.bu,98,167,3,11,UE2010
o00407-2713800290095.bu,o00407-2713800290095.bu,45,100,2,5,UE2013
o00407-2745600070037.bu,o00407-2745600070037.bu,114,109,7,11,UE2010
o00407-2803700090027.bu,o00407-2803700090027.bu,111,163,4,13,UE2010
o00407-2853300150214.bu,o00407-2853300150214.bu,107,167,1,12,UE2020
o00407-2747200400026.bu,o00407-2747200400026.bu,31,102,2,6,UE2013
o00407-2893200340116.bu,o00407-2893200340116.bu,76,136,6,14,UE2010
o00407-2891600510082.bu,o00407-2891600510082.bu,43,204,1,17,UE2009
o00407-2785500330169.bu,o00407-2785500330169.bu,168,115,3,15,UE2020
o00407-2863000370078.bu,o00407-2863000370078.bu,77,184,2,7,UE2013
o00407-2749900460073.bu,o00407-2749900460073.bu,31,95,2,8,UE2010
o00407-2785500020172.bu,o00407-2785500020172.bu,159,146,5,13,UE2020
o00407-2757000440029.bu,o00407-2757000440029.bu,36,241,1,13,UE2009
