boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-8703301490028.bu,o00407-8703301490028.bu,220,89,2,2,UE2015
o00407-8712200850040.bu,o00407-8712200850040.bu,88,90,3,9,UE2011
o00407-8511100740206.bu,o00407-8511100740206.bu,122,190,9,9,UE2015
o00407-8569300120205.bu,o00407-8569300120205.bu,113,53,7,7,UE2009
o00407-8901001080343.bu,o00407-8901001080343.bu,124,105,3,14,UE2010
o00407-8801301140343.bu,o00407-8801301140343.bu,98,141,6,9,UE2020
o00407-8785801280474.bu,o00407-8785801280474.bu,154,119,2,5,UE2020
o00407-8801301130112.bu,o00407-8801301130112.bu,110,151,3,11,UE2020
o00407-8791200340198.bu,o00407-8791200340198.bu,164,149,12,5,UE2020
o00407-8561801430255.bu,o00407-8561801430255.bu,173,118,1,9,UE2020
o00407-8582000220137.bu,o00407-8582000220137.bu,194,50,2,5,UE2015
o00407-8599501690129.bu,o00407-8599501690129.bu,164,59,4,5,UE2020
o00407-8513801450075.bu,o00407-8513801450075.bu,69,9,0,0,UE2010
o00407-8957501620656.bu,o00407-8957501620656.bu,130,69,1,11,UE2020
o00407-8683500710423.bu,o00407-8683500710423.bu,158,135,7,10,UE2020
o00407-8963000590237.bu,o00407-8963000590237.bu,119,129,7,11,UE2020
o00407-8519701040045.bu,o00407-8519701040045.bu,129,82,4,8,UE2010
o00407-8691601200049.bu,o00407-8691601200049.bu,113,47,2,1,UE2013
o00407-8801300020269.bu,o00407-8801300020269.bu,110,85,3,7,UE2020
o00407-8841200410319.bu,o00407-8841200410319.bu,72,198,5,12,UE2020
o00407-8845500300018.bu,o00407-8845500300018.bu,140,137,9,13,UE2010
o00407-8687800220123.bu,o00407-8687800220123.bu,216,99,6,8,UE2015
o00407-8801301580515.bu,o00407-8801301580515.bu,81,174,6,10,UE2020
o00407-8681900650161.bu,o00407-8681900650161.bu,252,54,3,4,UE2020
o00407-8708400080065.bu,o00407-8708400080065.bu,61,18,1,1,UE2020
o00407-8879000800125.bu,o00407-8879000800125.bu,145,135,2,6,UE2010
o00407-8815300370345.bu,o00407-8815300370345.bu,121,203,4,10,UE2015
o00407-8963000720255.bu,o00407-8963000720255.bu,100,140,2,8,UE2020
o00407-8809900360042.bu,o00407-8809900360042.bu,74,76,1,5,UE2015
o00407-8835800950038.bu,o00407-8835800950038.bu,126,52,0,2,UE2010
o00407-8771801720057.bu,o00407-8771801720057.bu,155,64,5,5,UE2020
o00407-8651700970166.bu,o00407-8651700970166.bu,127,135,4,10,UE2020
o00407-8629000180066.bu,o00407-8629000180066.bu,97,67,0,6,UE2013
o00407-8617700910055.bu,o00407-8617700910055.bu,165,82,3,4,UE2010
o00407-8679701270054.bu,o00407-8679701270054.bu,111,68,5,5,UE2010
o00407-8568501100074.bu,o00407-8568501100074.bu,168,98,2,6,UE2015
o00407-8477800520016.bu,o00407-8477800520016.bu,105,104,5,6,UE2011
o00407-8932001460013.bu,o00407-8932001460013.bu,147,135,5,3,UE2010
o00407-8740800940012.bu,o00407-8740800940012.bu,231,117,6,10,UE2011
o00407-8587100140102.bu,o00407-8587100140102.bu,97,93,5,7,UE2010
o00407-8935401100211.bu,o00407-8935401100211.bu,165,103,0,2,UE2015
o00407-8867600480030.bu,o00407-8867600480030.bu,47,26,1,1,UE2015
o00407-8551001400077.bu,o00407-8551001400077.bu,50,124,7,7,UE2010
o00407-8839001620402.bu,o00407-8839001620402.bu,133,137,5,10,UE2020
o00407-8553701160590.bu,o00407-8553701160590.bu,95,168,4,6,UE2010
o00407-8839001620648.bu,o00407-8839001620648.bu,92,34,2,3,UE2020
o00407-8801301580206.bu,o00407-8801301580206.bu,151,122,6,13,UE2020
o00407-8833101520155.bu,o00407-8833101520155.bu,121,64,6,3,UE2015
o00407-8791200600106.bu,o00407-8791200600106.bu,172,161,8,16,UE2020
o00407-8653300210033.bu,o00407-8653300210033.bu,163,51,2,3,UE2013
o00407-8599500160275.bu,o00407-8599500160275.bu,111,53,1,5,UE2020
o00407-8873001300026.bu,o00407-8873001300026.bu,168,119,11,8,UE2013
o00407-8801301120421.bu,o00407-8801301120421.bu,101,169,3,11,UE2020
o00407-8705000230295.bu,o00407-8705000230295.bu,131,135,4,4,UE2011
o00407-8771801720116.bu,o00407-8771801720116.bu,211,102,5,5,UE2020
o00407-8967201560038.bu,o00407-8967201560038.bu,116,103,4,5,UE2010
o00407-8577401050125.bu,o00407-8577401050125.bu,190,98,4,9,UE2011
o00407-8839001620377.bu,o00407-8839001620377.bu,65,161,2,7,UE2020
o00407-8699100280144.bu,o00407-8699100280144.bu,188,70,6,3,UE2010
o00407-8541300080007.bu,o00407-8541300080007.bu,229,52,6,8,UE2020
o00407-8946000310112.bu,o00407-8946000310112.bu,171,60,3,5,UE2011
o00407-8737800620021.bu,o00407-8737800620021.bu,140,40,3,3,UE2010
o00407-8504900520039.bu,o00407-8504900520039.bu,77,173,9,8,UE2011
o00407-8949400420205.bu,o00407-8949400420205.bu,190,21,1,1,UE2010
o00407-8915001500101.bu,o00407-8915001500101.bu,179,104,6,9,UE2011
o00407-8637101480083.bu,o00407-8637101480083.bu,209,80,3,10,UE2015
o00407-8724600660461.bu,o00407-8724600660461.bu,166,127,1,5,UE2020
o00407-8531600070059.bu,o00407-8531600070059.bu,100,86,3,3,UE2015
o00407-8801300010015.bu,o00407-8801300010015.bu,95,174,4,6,UE2020
o00407-8801301120362.bu,o00407-8801301120362.bu,160,155,3,4,UE2020
o00407-8847100420176.bu,o00407-8847100420176.bu,201,87,4,4,UE2010
o00407-8633900670016.bu,o00407-8633900670016.bu,205,58,2,9,UE2015
o00407-8801301110202.bu,o00407-8801301110202.bu,154,110,10,9,UE2020
o00407-8965600940189.bu,o00407-8965600940189.bu,99,57,2,3,UE2011
o00407-8947800870104.bu,o00407-8947800870104.bu,175,78,1,1,UE2010
o00407-8891900810017.bu,o00407-8891900810017.bu,89,21,2,6,UE2010
o00407-8891900810065.bu,o00407-8891900810065.bu,117,140,7,7,UE2010
o00407-8589800660362.bu,o00407-8589800660362.bu,154,130,9,11,UE2020
o00407-8651700970104.bu,o00407-8651700970104.bu,131,106,4,8,UE2020
o00407-8561801430304.bu,o00407-8561801430304.bu,161,128,6,10,UE2020
o00407-8841201350452.bu,o00407-8841201350452.bu,150,156,2,5,UE2020
o00407-8559600100129.bu,o00407-8559600100129.bu,122,64,5,4,UE2010
o00407-8717301180176.bu,o00407-8717301180176.bu,195,63,0,6,UE2013
o00407-8511101240041.bu,o00407-8511101240041.bu,111,95,2,10,UE2015
o00407-8815300370296.bu,o00407-8815300370296.bu,101,149,3,10,UE2015
o00407-8587100140077.bu,o00407-8587100140077.bu,96,87,5,6,UE2010
o00407-8537501510019.bu,o00407-8537501510019.bu,93,113,5,3,UE2011
o00407-8511101240201.bu,o00407-8511101240201.bu,97,132,2,15,UE2015
o00407-8901001080281.bu,o00407-8901001080281.bu,144,142,7,7,UE2015
o00407-8899401310070.bu,o00407-8899401310070.bu,199,72,4,5,UE2015
o00407-8801301600120.bu,o00407-8801301600120.bu,105,122,4,6,UE2020
o00407-8541300080001.bu,o00407-8541300080001.bu,256,66,4,11,UE2020
o00407-8801301600562.bu,o00407-8801301600562.bu,161,165,5,9,UE2020
o00407-8687800220075.bu,o00407-8687800220075.bu,203,105,3,15,UE2015
o00407-8599501360304.bu,o00407-8599501360304.bu,160,112,7,16,UE2020
o00407-8618501640976.bu,o00407-8618501640976.bu,159,73,7,10,UE2020
o00407-8845500300154.bu,o00407-8845500300154.bu,132,155,7,10,UE2013
o00407-8749100310236.bu,o00407-8749100310236.bu,137,117,8,11,UE2011
o00407-8745900950110.bu,o00407-8745900950110.bu,45,10,1,2,UE2010
o00407-8957501620640.bu,o00407-8957501620640.bu,86,39,1,1,UE2020
o00407-8667300940008.bu,o00407-8667300940008.bu,208,106,8,7,UE2011
o00407-8705000230039.bu,o00407-8705000230039.bu,175,45,0,8,UE2011
o00407-8799800110112.bu,o00407-8799800110112.bu,194,106,2,7,UE2015
o00407-8817000380083.bu,o00407-8817000380083.bu,104,147,4,9,UE2010
o00407-8515400060022.bu,o00407-8515400060022.bu,218,52,6,4,UE2013
o00407-8801301130294.bu,o00407-8801301130294.bu,105,144,6,11,UE2020
o00407-8771800760164.bu,o00407-8771800760164.bu,152,47,3,10,UE2020
o00407-8700901510034.bu,o00407-8700901510034.bu,119,92,1,5,UE2011
o00407-8845500300078.bu,o00407-8845500300078.bu,103,90,4,2,UE2011
o00407-8941900860016.bu,o00407-8941900860016.bu,158,105,5,13,UE2010
o00407-8801301590491.bu,o00407-8801301590491.bu,117,187,7,11,UE2020
o00407-8573101660053.bu,o00407-8573101660053.bu,53,29,2,5,UE2010
o00407-8785801280359.bu,o00407-8785801280359.bu,206,86,6,0,UE2020
o00407-8667300940002.bu,o00407-8667300940002.bu,152,97,3,3,UE2011
o00407-8724600660496.bu,o00407-8724600660496.bu,153,149,6,11,UE2020
o00407-8637101480251.bu,o00407-8637101480251.bu,196,92,2,10,UE2015
o00407-8801301590102.bu,o00407-8801301590102.bu,113,153,2,12,UE2020
o00407-8589800660411.bu,o00407-8589800660411.bu,130,131,4,19,UE2020
o00407-8901001080182.bu,o00407-8901001080182.bu,150,102,7,14,UE2015
o00407-8511100740004.bu,o00407-8511100740004.bu,111,107,8,6,UE2015
o00407-8943501330117.bu,o00407-8943501330117.bu,203,65,3,11,UE2010
o00407-8589801340324.bu,o00407-8589801340324.bu,126,132,9,13,UE2020
o00407-8959100880007.bu,o00407-8959100880007.bu,260,65,4,10,UE2013
o00407-8771800760178.bu,o00407-8771800760178.bu,106,62,4,8,UE2020
o00407-9825600550338.bu,o00407-9825600550338.bu,164,74,4,6,UE2015
o00407-8781501150049.bu,o00407-8781501150049.bu,196,99,8,7,UE2011
o00407-8523501540041.bu,o00407-8523501540041.bu,203,131,5,6,UE2013
o00407-8685100900282.bu,o00407-8685100900282.bu,164,107,5,6,UE2020
o00407-8801301110074.bu,o00407-8801301110074.bu,205,97,8,6,UE2020
o00407-8597900230344.bu,o00407-8597900230344.bu,30,13,0,0,UE2011
o00407-8531600070014.bu,o00407-8531600070014.bu,120,94,4,5,UE2015
o00407-8685100900060.bu,o00407-8685100900060.bu,118,170,4,7,UE2020
o00407-8934601480134.bu,o00407-8934601480134.bu,223,122,3,5,UE2015
o00407-8760200290399.bu,o00407-8760200290399.bu,200,104,3,6,UE2013
o00407-8531600070006.bu,o00407-8531600070006.bu,103,168,2,8,UE2015
o00407-8553701160034.bu,o00407-8553701160034.bu,104,118,3,9,UE2010
o00407-8801301140581.bu,o00407-8801301140581.bu,100,148,8,10,UE2020
o00407-8785801280245.bu,o00407-8785801280245.bu,159,138,7,6,UE2020
o00407-8801301130066.bu,o00407-8801301130066.bu,120,129,3,7,UE2020
o00407-8481601310272.bu,o00407-8481601310272.bu,209,108,7,2,UE2015
o00407-8785801280192.bu,o00407-8785801280192.bu,185,121,4,4,UE2020
o00407-8877300510348.bu,o00407-8877300510348.bu,185,76,4,4,UE2020
o00407-8775000950108.bu,o00407-8775000950108.bu,60,33,2,2,UE2010
o00407-8629000180081.bu,o00407-8629000180081.bu,106,156,4,10,UE2010
o00407-8963000590540.bu,o00407-8963000590540.bu,95,175,9,12,UE2020
o00407-8589801340253.bu,o00407-8589801340253.bu,144,130,5,5,UE2020
o00407-8683501730213.bu,o00407-8683501730213.bu,181,100,5,10,UE2020
o00407-8592801680008.bu,o00407-8592801680008.bu,159,118,6,5,UE2010
o00407-8781501150084.bu,o00407-8781501150084.bu,203,140,3,6,UE2011
o00407-8821800640059.bu,o00407-8821800640059.bu,153,119,5,6,UE2010
o00407-8951600570204.bu,o00407-8951600570204.bu,98,69,3,4,UE2013
o00407-8511101240012.bu,o00407-8511101240012.bu,129,115,5,7,UE2015
o00407-8785801280218.bu,o00407-8785801280218.bu,149,121,10,7,UE2020
o00407-8531600070033.bu,o00407-8531600070033.bu,108,114,3,4,UE2015
o00407-8841201350421.bu,o00407-8841201350421.bu,146,70,6,1,UE2020
o00407-8935401100058.bu,o00407-8935401100058.bu,176,90,4,11,UE2015
o00407-8651700970035.bu,o00407-8651700970035.bu,137,104,4,7,UE2020
o00407-8801301130381.bu,o00407-8801301130381.bu,91,180,3,4,UE2020
o00407-8719001480372.bu,o00407-8719001480372.bu,119,76,4,4,UE2015
o00407-8963000720409.bu,o00407-8963000720409.bu,109,203,8,4,UE2020
o00407-8844700240035.bu,o00407-8844700240035.bu,56,47,2,1,UE2010
o00407-8777700320199.bu,o00407-8777700320199.bu,147,111,5,5,UE2010
o00407-8629000180124.bu,o00407-8629000180124.bu,143,147,9,7,UE2010
o00407-8685100900207.bu,o00407-8685100900207.bu,113,113,8,7,UE2020
o00407-8593601520112.bu,o00407-8593601520112.bu,231,118,2,9,UE2015
o00407-8577401050150.bu,o00407-8577401050150.bu,198,149,2,8,UE2015
o00407-8873001300016.bu,o00407-8873001300016.bu,109,82,3,10,UE2010
o00407-9829901550183.bu,o00407-9829901550183.bu,66,212,3,1,UE2010
o00407-8844700240020.bu,o00407-8844700240020.bu,131,85,5,1,UE2010
o00407-8710600540103.bu,o00407-8710600540103.bu,190,135,5,8,UE2010
o00407-8507300050179.bu,o00407-8507300050179.bu,121,112,5,2,UE2013
o00407-8507300050037.bu,o00407-8507300050037.bu,72,93,4,0,UE2013
o00407-8884600430039.bu,o00407-8884600430039.bu,114,159,9,8,UE2010
o00407-8807201450026.bu,o00407-8807201450026.bu,178,42,6,2,UE2011
o00407-8839000400190.bu,o00407-8839000400190.bu,172,102,8,12,UE2020
o00407-8771800760462.bu,o00407-8771800760462.bu,128,66,5,6,UE2020
o00407-8589801340320.bu,o00407-8589801340320.bu,155,134,6,10,UE2020
o00407-9821301250128.bu,o00407-9821301250128.bu,213,100,5,4,UE2010
o00407-8877300510412.bu,o00407-8877300510412.bu,167,92,2,5,UE2020
o00407-8589800660285.bu,o00407-8589800660285.bu,165,96,5,4,UE2020
o00407-8669000980038.bu,o00407-8669000980038.bu,217,62,5,6,UE2015
o00407-8951600570089.bu,o00407-8951600570089.bu,124,77,1,0,UE2013
o00407-8877300510300.bu,o00407-8877300510300.bu,165,124,2,12,UE2020
o00407-8841201350072.bu,o00407-8841201350072.bu,107,137,3,3,UE2020
