boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-5641300330051.bu,o00407-5641300330051.bu,42,142,2,5,UE2015
o00407-5623500020616.bu,o00407-5623500020616.bu,221,81,6,7,UE2020
o00407-5629400060261.bu,o00407-5629400060261.bu,143,87,0,6,UE2015
o00407-5669300380001.bu,o00407-5669300380001.bu,136,119,3,10,UE2015
o00407-5699500590284.bu,o00407-5699500590284.bu,90,125,6,11,UE2010
o00407-5625100340457.bu,o00407-5625100340457.bu,187,132,2,16,UE2009
o00407-5661800040144.bu,o00407-5661800040144.bu,119,76,3,10,UE2015
o00407-5623500480307.bu,o00407-5623500480307.bu,126,48,3,6,UE2020
o00407-5697900210907.bu,o00407-5697900210907.bu,131,154,6,12,UE2009
o00407-5793200090117.bu,o00407-5793200090117.bu,214,74,0,10,UE2015
o00407-5657000110164.bu,o00407-5657000110164.bu,210,68,6,2,UE2015
o00407-5705300520549.bu,o00407-5705300520549.bu,179,101,4,7,UE2020
o00407-5650200180176.bu,o00407-5650200180176.bu,131,57,4,6,UE2013
o00407-5629400060545.bu,o00407-5629400060545.bu,131,72,4,7,UE2015
o00407-5705300011077.bu,o00407-5705300011077.bu,103,148,9,4,UE2020
o00407-5709600100114.bu,o00407-5709600100114.bu,164,73,7,8,UE2013
o00407-5697900211012.bu,o00407-5697900211012.bu,132,151,6,6,UE2009
o00407-5713400410091.bu,o00407-5713400410091.bu,150,128,5,9,UE2010
o00407-5629400060384.bu,o00407-5629400060384.bu,158,98,4,7,UE2015
o00407-5662600140039.bu,o00407-5662600140039.bu,144,73,2,10,UE2020
o00407-5625100340449.bu,o00407-5625100340449.bu,204,110,5,6,UE2009
o00407-5699500590223.bu,o00407-5699500590223.bu,134,119,2,9,UE2010
o00407-5625100340549.bu,o00407-5625100340549.bu,191,128,8,9,UE2009
o00407-5629400060475.bu,o00407-5629400060475.bu,142,69,5,4,UE2015
o00407-5703700550593.bu,o00407-5703700550593.bu,86,157,4,10,UE2020
o00407-5791600070151.bu,o00407-5791600070151.bu,179,123,3,5,UE2015
o00407-5647200240114.bu,o00407-5647200240114.bu,147,93,6,13,UE2011
o00407-5703700320140.bu,o00407-5703700320140.bu,161,118,6,6,UE2020
o00407-5629400060468.bu,o00407-5629400060468.bu,80,80,4,10,UE2015
o00407-5713400410100.bu,o00407-5713400410100.bu,111,166,5,9,UE2010
o00407-5625100540124.bu,o00407-5625100540124.bu,117,122,3,11,UE2010
o00407-5699500260447.bu,o00407-5699500260447.bu,119,174,4,15,UE2009
o00407-5665000360153.bu,o00407-5665000360153.bu,109,111,6,9,UE2010
o00407-5699500530186.bu,o00407-5699500530186.bu,136,100,5,7,UE2009
o00407-5703700320139.bu,o00407-5703700320139.bu,170,95,2,4,UE2020
o00407-5603000040040.bu,o00407-5603000040040.bu,136,68,2,7,UE2015
o00407-5623500480189.bu,o00407-5623500480189.bu,152,57,2,6,UE2020
o00407-5697900211000.bu,o00407-5697900211000.bu,111,124,3,10,UE2009
o00407-5703700570134.bu,o00407-5703700570134.bu,100,57,8,5,UE2020
o00407-5603000040002.bu,o00407-5603000040002.bu,121,117,4,4,UE2015
o00407-5629400060511.bu,o00407-5629400060511.bu,108,76,1,10,UE2015
o00407-5647200240252.bu,o00407-5647200240252.bu,198,85,3,12,UE2011
o00407-5697900210010.bu,o00407-5697900210010.bu,107,87,4,5,UE2009
o00407-5699500260527.bu,o00407-5699500260527.bu,127,161,5,13,UE2009
o00407-5625100540664.bu,o00407-5625100540664.bu,143,100,7,7,UE2010
