boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0255000680586.bu,o00407-0255000680586.bu,157,138,7,19,UE2009
o00407-0255000650380.bu,o00407-0255000650380.bu,174,119,2,14,UE2020
o00407-0257700160007.bu,o00407-0257700160007.bu,52,153,2,7,UE2015
o00407-0255000700752.bu,o00407-0255000700752.bu,209,102,8,12,UE2020
o00407-0269000040120.bu,o00407-0269000040120.bu,8,179,1,5,UE2011
o00407-0269000040259.bu,o00407-0269000040259.bu,38,228,2,15,UE2011
o00407-0255000320893.bu,o00407-0255000320893.bu,194,110,3,7,UE2009
o00407-0273900470027.bu,o00407-0273900470027.bu,98,201,2,12,UE2013
o00407-0255000650646.bu,o00407-0255000650646.bu,153,91,2,7,UE2020
o00407-0255000620014.bu,o00407-0255000620014.bu,243,126,4,14,UE2009
o00407-0269000040258.bu,o00407-0269000040258.bu,54,195,2,10,UE2011
o00407-0253400060145.bu,o00407-0253400060145.bu,123,128,3,12,UE2010
o00407-0241000030105.bu,o00407-0241000030105.bu,95,178,2,8,UE2010
o00407-0255000400596.bu,o00407-0255000400596.bu,222,106,3,4,UE2020
o00407-9839600230175.bu,o00407-9839600230175.bu,163,112,3,10,UE2010
o00407-0257700160088.bu,o00407-0257700160088.bu,93,210,1,14,UE2015
o00407-0255000010775.bu,o00407-0255000010775.bu,152,124,6,8,UE2020
o00407-0273900470009.bu,o00407-0273900470009.bu,1,318,1,20,UE2013
o00407-0255000680508.bu,o00407-0255000680508.bu,23,62,3,6,UE2020
o00407-0229100110073.bu,o00407-0229100110073.bu,47,142,1,11,UE2010
o00407-0255000630776.bu,o00407-0255000630776.bu,205,99,2,10,UE2020
o00407-0255000010650.bu,o00407-0255000010650.bu,141,114,3,11,UE2020
o00407-0287900030259.bu,o00407-0287900030259.bu,49,191,1,12,UE2010
o00407-0231300460021.bu,o00407-0231300460021.bu,53,122,3,10,UE2010
o00407-0285200270021.bu,o00407-0285200270021.bu,64,173,0,4,UE2010
o00407-0255000580988.bu,o00407-0255000580988.bu,197,126,3,8,UE2020
o00407-9837000690001.bu,o00407-9837000690001.bu,46,167,1,17,UE2010
o00407-0261500050019.bu,o00407-0261500050019.bu,47,178,0,9,UE2011
o00407-0257700160053.bu,o00407-0257700160053.bu,164,64,4,2,UE2015
o00407-0203800330043.bu,o00407-0203800330043.bu,106,107,0,8,UE2015
o00407-0241000030189.bu,o00407-0241000030189.bu,18,133,0,4,UE2010
o00407-0255000370666.bu,o00407-0255000370666.bu,194,102,5,12,UE2020
o00407-0279800380029.bu,o00407-0279800380029.bu,76,146,0,11,UE2015
o00407-0255000020623.bu,o00407-0255000020623.bu,189,116,8,4,UE2009
o00407-0231300460003.bu,o00407-0231300460003.bu,50,150,3,13,UE2010
