boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0605000100065.bu,o00407-0605000100065.bu,148,117,1,3,UE2020
o00407-0601700010012.bu,o00407-0601700010012.bu,75,160,2,3,UE2015
o00407-0603300010050.bu,o00407-0603300010050.bu,84,155,2,3,UE2015
o00407-0609200040016.bu,o00407-0609200040016.bu,82,61,1,2,UE2015
o00407-0605000020539.bu,o00407-0605000020539.bu,116,123,5,5,UE2020
o00407-0605000020353.bu,o00407-0605000020353.bu,131,111,0,9,UE2020
o00407-0605000020768.bu,o00407-0605000020768.bu,121,101,3,1,UE2020
o00407-0604100100001.bu,o00407-0604100100001.bu,113,144,1,1,UE2010
o00407-0617300080030.bu,o00407-0617300080030.bu,98,111,0,4,UE2015
o00407-0605000100016.bu,o00407-0605000100016.bu,146,114,7,8,UE2020
o00407-0609200040076.bu,o00407-0609200040076.bu,55,47,0,1,UE2015
o00407-0615700060013.bu,o00407-0615700060013.bu,102,96,3,2,UE2009
o00407-0605000020513.bu,o00407-0605000020513.bu,104,59,3,5,UE2020
o00407-0605000020787.bu,o00407-0605000020787.bu,71,88,5,5,UE2020
o00407-0617300080034.bu,o00407-0617300080034.bu,88,132,0,2,UE2015
o00407-0605000100326.bu,o00407-0605000100326.bu,177,111,2,6,UE2010
o00407-0615700060096.bu,o00407-0615700060096.bu,128,107,2,6,UE2009
o00407-0605000020521.bu,o00407-0605000020521.bu,139,142,2,5,UE2020
o00407-0611400120050.bu,o00407-0611400120050.bu,39,114,0,1,UE2010
o00407-0605000020456.bu,o00407-0605000020456.bu,96,79,6,0,UE2020
o00407-0605000100010.bu,o00407-0605000100010.bu,124,119,1,9,UE2020
o00407-0603300010074.bu,o00407-0603300010074.bu,52,122,2,4,UE2015
o00407-0605000100125.bu,o00407-0605000100125.bu,166,106,5,6,UE2010
o00407-0605000100127.bu,o00407-0605000100127.bu,159,138,5,2,UE2020
o00407-0615700060075.bu,o00407-0615700060075.bu,115,94,3,1,UE2009
o00407-0605000020420.bu,o00407-0605000020420.bu,170,148,9,4,UE2020
o00407-0605000100179.bu,o00407-0605000100179.bu,153,111,2,3,UE2009
o00407-0613000070022.bu,o00407-0613000070022.bu,93,128,3,1,UE2013
o00407-0611400120049.bu,o00407-0611400120049.bu,39,142,0,3,UE2010
o00407-0605000100211.bu,o00407-0605000100211.bu,180,131,3,3,UE2020
o00407-0606800100430.bu,o00407-0606800100430.bu,60,79,2,1,UE2010
o00407-0603300010071.bu,o00407-0603300010071.bu,56,95,0,1,UE2015
o00407-0615700060167.bu,o00407-0615700060167.bu,181,107,1,1,UE2009
o00407-0605000020413.bu,o00407-0605000020413.bu,98,63,4,2,UE2020
o00407-0612200070136.bu,o00407-0612200070136.bu,52,119,1,1,UE2013
o00407-0611400120052.bu,o00407-0611400120052.bu,90,92,0,5,UE2010
o00407-0613000070126.bu,o00407-0613000070126.bu,73,68,0,1,UE2013
o00407-0605000100199.bu,o00407-0605000100199.bu,174,91,3,4,UE2010
o00407-0617300080015.bu,o00407-0617300080015.bu,68,113,1,2,UE2015
o00407-0605000020472.bu,o00407-0605000020472.bu,179,75,2,4,UE2020
o00407-0617300080043.bu,o00407-0617300080043.bu,85,89,3,1,UE2015
o00407-0605000020046.bu,o00407-0605000020046.bu,134,93,2,4,UE2020
o00407-0611400120064.bu,o00407-0611400120064.bu,58,62,2,2,UE2010
o00407-0605000020705.bu,o00407-0605000020705.bu,82,76,0,2,UE2020
o00407-0605000100022.bu,o00407-0605000100022.bu,132,134,2,0,UE2020
o00407-0609200040044.bu,o00407-0609200040044.bu,61,49,1,1,UE2015
o00407-0605000020593.bu,o00407-0605000020593.bu,94,166,0,7,UE2015
o00407-0605000020120.bu,o00407-0605000020120.bu,154,116,3,3,UE2020
o00407-0615700060042.bu,o00407-0615700060042.bu,111,128,4,4,UE2009
o00407-0613000070092.bu,o00407-0613000070092.bu,16,111,0,2,UE2013
o00407-0605000020435.bu,o00407-0605000020435.bu,117,151,2,3,UE2020
o00407-0605000020006.bu,o00407-0605000020006.bu,76,71,2,5,UE2020
o00407-0615700060175.bu,o00407-0615700060175.bu,129,76,1,5,UE2009
o00407-0605000020690.bu,o00407-0605000020690.bu,132,85,3,1,UE2020
o00407-0615700060193.bu,o00407-0615700060193.bu,163,105,5,7,UE2009
o00407-0602500120031.bu,o00407-0602500120031.bu,122,120,1,3,UE2010
o00407-0605000100015.bu,o00407-0605000100015.bu,154,136,2,3,UE2020
o00407-0602500120032.bu,o00407-0602500120032.bu,125,115,0,0,UE2010
o00407-0605000020592.bu,o00407-0605000020592.bu,126,96,4,3,UE2020
o00407-0617300080018.bu,o00407-0617300080018.bu,79,69,1,4,UE2015
o00407-0605000020757.bu,o00407-0605000020757.bu,104,89,4,6,UE2020
o00407-0605000100163.bu,o00407-0605000100163.bu,172,107,4,8,UE2020
o00407-0605000100169.bu,o00407-0605000100169.bu,172,141,5,4,UE2020
o00407-0609200040049.bu,o00407-0609200040049.bu,90,111,3,1,UE2015
o00407-0605000100133.bu,o00407-0605000100133.bu,148,112,1,4,UE2020
o00407-0603300010054.bu,o00407-0603300010054.bu,82,171,2,2,UE2015
o00407-0605000100224.bu,o00407-0605000100224.bu,16,119,0,0,UE2010
o00407-0615700060130.bu,o00407-0615700060130.bu,144,147,2,4,UE2009
o00407-0605000020775.bu,o00407-0605000020775.bu,108,115,2,5,UE2020
o00407-0605000020291.bu,o00407-0605000020291.bu,152,134,1,6,UE2020
o00407-0605000100070.bu,o00407-0605000100070.bu,71,131,3,3,UE2010
o00407-0605000020284.bu,o00407-0605000020284.bu,189,125,6,4,UE2020
o00407-0605000100044.bu,o00407-0605000100044.bu,99,97,2,6,UE2020
o00407-0605000100183.bu,o00407-0605000100183.bu,149,140,4,3,UE2020
o00407-0605000020457.bu,o00407-0605000020457.bu,156,131,2,6,UE2020
o00407-0605000020458.bu,o00407-0605000020458.bu,104,79,3,1,UE2020
o00407-0608400110013.bu,o00407-0608400110013.bu,77,189,2,3,UE2011
o00407-0613000070037.bu,o00407-0613000070037.bu,79,81,0,2,UE2013
o00407-0605000020002.bu,o00407-0605000020002.bu,85,79,1,2,UE2020
o00407-0605000020476.bu,o00407-0605000020476.bu,103,60,3,6,UE2020
o00407-0605000020643.bu,o00407-0605000020643.bu,142,101,8,7,UE2020
o00407-0605000100019.bu,o00407-0605000100019.bu,134,129,5,10,UE2020
o00407-0612200070149.bu,o00407-0612200070149.bu,59,113,2,1,UE2013
o00407-0605000020433.bu,o00407-0605000020433.bu,147,112,2,5,UE2020
o00407-0605000100284.bu,o00407-0605000100284.bu,143,93,3,1,UE2010
o00407-0615700060171.bu,o00407-0615700060171.bu,169,125,4,5,UE2009
o00407-0612200070146.bu,o00407-0612200070146.bu,44,102,0,4,UE2013
o00407-0615700060229.bu,o00407-0615700060229.bu,109,73,1,3,UE2009
o00407-0605000020073.bu,o00407-0605000020073.bu,106,83,1,6,UE2020
o00407-0613000070177.bu,o00407-0613000070177.bu,113,151,3,5,UE2013
o00407-0605000100225.bu,o00407-0605000100225.bu,30,132,1,2,UE2010
o00407-0615700060233.bu,o00407-0615700060233.bu,101,101,5,3,UE2009
o00407-0602500120019.bu,o00407-0602500120019.bu,92,114,1,3,UE2010
o00407-0605000100049.bu,o00407-0605000100049.bu,148,137,3,5,UE2020
o00407-0605000020080.bu,o00407-0605000020080.bu,95,98,1,4,UE2020
o00407-0605000100128.bu,o00407-0605000100128.bu,156,140,2,6,UE2020
o00407-0609200040036.bu,o00407-0609200040036.bu,75,108,3,0,UE2015
o00407-0607600050027.bu,o00407-0607600050027.bu,106,130,1,4,UE2011
o00407-0613000070104.bu,o00407-0613000070104.bu,48,157,2,2,UE2013
o00407-0615700060001.bu,o00407-0615700060001.bu,158,123,4,2,UE2009
o00407-0605000020744.bu,o00407-0605000020744.bu,98,109,1,5,UE2020
o00407-0605000100119.bu,o00407-0605000100119.bu,137,122,0,4,UE2009
o00407-0615700060019.bu,o00407-0615700060019.bu,108,94,1,2,UE2009
o00407-0615700060056.bu,o00407-0615700060056.bu,134,81,2,5,UE2009
o00407-0609200040063.bu,o00407-0609200040063.bu,70,80,5,0,UE2015
o00407-0617300080040.bu,o00407-0617300080040.bu,71,98,2,2,UE2015
o00407-0615700060023.bu,o00407-0615700060023.bu,156,109,0,1,UE2009
o00407-0615700060011.bu,o00407-0615700060011.bu,121,83,1,7,UE2009
o00407-0605000100012.bu,o00407-0605000100012.bu,123,125,3,3,UE2020
o00407-0605000020087.bu,o00407-0605000020087.bu,145,106,4,3,UE2020
o00407-0605000100323.bu,o00407-0605000100323.bu,167,131,3,2,UE2010
o00407-0605000020760.bu,o00407-0605000020760.bu,105,88,2,2,UE2020
o00407-0609200040013.bu,o00407-0609200040013.bu,86,112,1,4,UE2015
o00407-0606800100187.bu,o00407-0606800100187.bu,55,93,1,2,UE2010
o00407-0605000020567.bu,o00407-0605000020567.bu,140,109,4,3,UE2020
o00407-0613000070077.bu,o00407-0613000070077.bu,76,81,0,2,UE2013
o00407-0604100100002.bu,o00407-0604100100002.bu,118,139,5,1,UE2010
o00407-0605000020703.bu,o00407-0605000020703.bu,143,133,7,4,UE2020
o00407-0605000020459.bu,o00407-0605000020459.bu,106,95,3,2,UE2020
