boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-9373401470025.bu,o00407-9373401470025.bu,138,82,0,4,UE2020
o00407-9320301280104.bu,o00407-9320301280104.bu,126,174,2,3,UE2009
o00407-9389001320637.bu,o00407-9389001320637.bu,55,52,0,0,UE2020
o00407-9334300280249.bu,o00407-9334300280249.bu,128,181,4,4,UE2020
o00407-9227401450204.bu,o00407-9227401450204.bu,214,104,0,7,UE2020
o00407-9289400070010.bu,o00407-9289400070010.bu,147,90,3,3,UE2010
o00407-9329700850011.bu,o00407-9329700850011.bu,77,128,3,6,UE2015
o00407-9373401350174.bu,o00407-9373401350174.bu,128,89,1,7,UE2020
o00407-9591500470002.bu,o00407-9591500470002.bu,58,100,2,2,UE2015
o00407-9270300400057.bu,o00407-9270300400057.bu,168,134,6,7,UE2020
o00407-9423400570011.bu,o00407-9423400570011.bu,126,80,0,4,UE2013
o00407-9433100180084.bu,o00407-9433100180084.bu,151,108,2,1,UE2009
o00407-9635000770127.bu,o00407-9635000770127.bu,162,102,1,5,UE2015
o00407-9625300490134.bu,o00407-9625300490134.bu,153,134,1,10,UE2009
o00407-9373400020430.bu,o00407-9373400020430.bu,113,79,5,3,UE2020
o00407-9289400070180.bu,o00407-9289400070180.bu,230,74,4,8,UE2010
o00407-9373401330373.bu,o00407-9373401330373.bu,179,86,4,6,UE2020
o00407-9399800530114.bu,o00407-9399800530114.bu,115,61,0,1,UE2013
o00407-9451000880048.bu,o00407-9451000880048.bu,125,116,1,4,UE2015
o00407-9403000150008.bu,o00407-9403000150008.bu,94,89,4,3,UE2013
o00407-9473000220038.bu,o00407-9473000220038.bu,180,96,4,7,UE2010
o00407-9373401350068.bu,o00407-9373401350068.bu,170,126,4,11,UE2020
o00407-9445500190136.bu,o00407-9445500190136.bu,193,82,0,1,UE2010
o00407-9233900350079.bu,o00407-9233900350079.bu,142,147,0,4,UE2013
o00407-9373401460201.bu,o00407-9373401460201.bu,132,126,5,11,UE2020
o00407-9587701250050.bu,o00407-9587701250050.bu,64,107,2,2,UE2015
o00407-9232000950141.bu,o00407-9232000950141.bu,93,127,2,2,UE2013
o00407-9227401450059.bu,o00407-9227401450059.bu,177,113,4,3,UE2020
o00407-9221501410249.bu,o00407-9221501410249.bu,203,68,5,7,UE2020
o00407-9227401450003.bu,o00407-9227401450003.bu,187,104,5,4,UE2020
