boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0427800760478.bu,o00407-0427800760478.bu,211,137,2,7,UE2020
o00407-0427800290656.bu,o00407-0427800290656.bu,177,211,6,6,UE2020
o00407-0400601030115.bu,o00407-0400601030115.bu,92,81,3,4,UE2010
o00407-0411100180295.bu,o00407-0411100180295.bu,197,89,1,5,UE2013
o00407-0493600370053.bu,o00407-0493600370053.bu,88,141,2,5,UE2010
o00407-0410300490254.bu,o00407-0410300490254.bu,118,118,1,2,UE2010
o00407-0438300910030.bu,o00407-0438300910030.bu,214,40,1,3,UE2013
o00407-0402200930119.bu,o00407-0402200930119.bu,140,186,1,4,UE2020
o00407-0541000080065.bu,o00407-0541000080065.bu,67,147,2,7,UE2020
o00407-0427800980341.bu,o00407-0427800980341.bu,216,172,7,5,UE2020
o00407-0423500350030.bu,o00407-0423500350030.bu,28,194,1,1,UE2010
o00407-0515000440105.bu,o00407-0515000440105.bu,19,257,1,7,UE2015
o00407-0501000220174.bu,o00407-0501000220174.bu,3,89,0,1,UE2015
o00407-0447200040014.bu,o00407-0447200040014.bu,107,74,2,0,UE2020
o00407-0427800290639.bu,o00407-0427800290639.bu,165,192,6,4,UE2020
o00407-0411100180038.bu,o00407-0411100180038.bu,193,94,4,8,UE2009
o00407-0427800010540.bu,o00407-0427800010540.bu,89,134,3,5,UE2020
o00407-0457000090111.bu,o00407-0457000090111.bu,77,194,2,3,UE2020
o00407-0501000220167.bu,o00407-0501000220167.bu,34,223,1,3,UE2015
o00407-0455300860054.bu,o00407-0455300860054.bu,49,143,1,3,UE2015
o00407-0478200620098.bu,o00407-0478200620098.bu,181,109,2,6,UE2010
o00407-0583501060106.bu,o00407-0583501060106.bu,211,99,2,4,UE2010
o00407-0483900230153.bu,o00407-0483900230153.bu,106,135,2,6,UE2010
o00407-0427800280004.bu,o00407-0427800280004.bu,133,134,6,4,UE2020
o00407-0475800690086.bu,o00407-0475800690086.bu,111,97,1,3,UE2010
o00407-0455300860005.bu,o00407-0455300860005.bu,57,251,5,2,UE2015
o00407-0515000440021.bu,o00407-0515000440021.bu,77,176,1,2,UE2009
o00407-0415400720555.bu,o00407-0415400720555.bu,129,190,5,7,UE2020
o00407-0415400430599.bu,o00407-0415400430599.bu,176,153,9,3,UE2020
o00407-0470700750229.bu,o00407-0470700750229.bu,194,94,3,4,UE2009
o00407-0415400430843.bu,o00407-0415400430843.bu,180,135,3,7,UE2020
o00407-0583500750272.bu,o00407-0583500750272.bu,186,123,2,5,UE2011
o00407-0505300380145.bu,o00407-0505300380145.bu,42,146,2,7,UE2015
o00407-0427800010491.bu,o00407-0427800010491.bu,114,169,3,5,UE2020
o00407-0503700450025.bu,o00407-0503700450025.bu,19,170,1,2,UE2020
o00407-0533900460001.bu,o00407-0533900460001.bu,157,75,1,4,UE2009
o00407-0589400680136.bu,o00407-0589400680136.bu,61,37,4,0,UE2009
o00407-0433200130323.bu,o00407-0433200130323.bu,112,104,2,1,UE2020
o00407-0427800980250.bu,o00407-0427800980250.bu,204,179,2,8,UE2020
o00407-0535501040324.bu,o00407-0535501040324.bu,134,97,1,5,UE2011
o00407-0415400430228.bu,o00407-0415400430228.bu,161,147,5,9,UE2020
o00407-0523100640085.bu,o00407-0523100640085.bu,105,168,2,5,UE2020
o00407-0433200130437.bu,o00407-0433200130437.bu,67,98,0,1,UE2020
